Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,Short Description,Founded Year,Logo Url
Khmer Gaming Software Solution Co. Ltd,Khmer Gaming Software Solution,Cold,"GAMBLING 22W30, bet - estudo, poker - estudo",3,gambling & casinos,"",http://www.khmergaming.com,http://www.linkedin.com/company/khmer-gaming-software-solution,https://www.facebook.com/KhmerGamingSoftware/,https://twitter.com/KhmerGamingSoft,"","",Kandal Province,Cambodia,"","Kandal Province, Cambodia","best game developer companies, largest casino development companies, casino game development, online gambling software providers, mobile game software maker, android game development services, best soccer prediction software, lottery games software online for fun, best game development company in the world, gaming software companies, online betting software, game design companies near me, most popular game developers, gambling software providers, android game app development services, online gambling games software, casino software developers, best game app developers, online casino software companies, mobile game apps development, online casino software, mobile gaming companies, online slot machine software, game online kartu poker, online casino software providers, top game development companies, live casino software, top android game development company, online game development sites, gaming app development company, casino games software for pc, casino software provider, best computer game development, poker tournament software development, game development websites, best online gambling websites, biggest mobile games companies, video poker software company, casino software providers list, casino software for sale online, poker software providers, free joker poker slot machine games, sports betting software, online poker games suppliers",'+855 97 201 6000,Khmer Gaming is a CUSTOM GAME DEVELOPMENT COMPANY providing high-quality Game UI & development services worldwide with the best industry specialized developers. ✓ Mobile: +855972016000 ✓ Email: business@khmergaming.com,"Route 53, Gmail, Google Apps, Google Tag Manager, Mobile Friendly, Bootstrap Framework, Google Font API, Google Analytics, Apache","","","","","","",62d1d4c209960b00e00ededc,"","Our company ""KHMER GAMING""​ Established in 2014, the company located in Cambodia, we have more than 50 highly professional staff who work in the field of programmers.

Our company specialized in services dedicated website, all the user needs as the center, hope that through our professionalism and tireless efforts, to your satisfaction.

Our team of experts is the best in casino game development for online casinos and betting games!


Our company has now entered a stage of rapid development look forward to you joining.",2014,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62f51ae8e82ae10001c57cf4/picture
PokerStrategy.com,PokerStrategy.com,Cold,poker - estudo,40,online media,"",http://www.pokerstrategy.com,http://www.linkedin.com/company/pokerstrategy.com,"","",2 Europort Avenue,Gibraltar,"",Gibraltar,GX11 1AA,"2 Europort Avenue, Gibraltar, Gibraltar, GX11 1AA","pokerstrategycom, community management, poker school, poker market expertise, poker affiliate, online poker",350 200 43610,"Welcome to leading online poker school website with the most comprehensive poker strategy guides, professional software & tools and vibrant poker forum community. Learn poker online, understand hands charts, check our Texas Hold'em lessons and launch your poker career. Join now, it’s free!","UltraDns, Amazon SES, Gmail, Google Apps, Microsoft Office 365, Google Cloud Hosting, OneTrust, reCAPTCHA, Facebook Login (Connect), Bootstrap Framework, Google Font API, Vimeo, Google Analytics Ecommerce Tracking, Facebook Widget, Nginx, Mobile Friendly, Google Tag Manager, DoubleClick","","","","",10000000,"",6328a9c709014b00a3b41a87,"","Learn to win.

At PokerStrategy.com - the world's largest poker school and community with 6 million members speaking 19 languages - we provide awesome content and services. We are focussed to make people learn about and enjoy poker to become better players.

Our Values: Passion & Performance

Passion means: We love our job. We are ambitious. We challenge each other. We believe in flat hierarchies.

Performance means: We believe in hard work. We have high quality standards. We believe in reliability and transparency. We deliver great results.

If you share our values and beliefs, join us.",2007,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62eb9a5ac39d5000010ad13c/picture
Tecnalis,Tecnalis,Cold,poker - estudo,59,computer software,"",http://www.tecnalis.com,http://www.linkedin.com/company/tecnalis-solutions,"","","",Madrid,Community of Madrid,Spain,"","Madrid, Community of Madrid, Spain","online gaming, gambling, plataforma, apuestas deportivas, sports bets, platform, igaming, casino, casino online, poker, roulette, terminales fisicos, black jack, slots, tragaperras, bingo, bingo online, ruleta, torneos",'+34 914 26 04 72,Tecnalis proporciona las herramientas adecuadas para la gestión del juego a través de su plataforma. Los operadores de juego encontrarán en Alira la solución a todas sus necesidades.,"CloudFlare CDN, CloudFlare Hosting, Zendesk, Google Tag Manager, JQuery 1.11.1, Mobile Friendly","","","","","","",6328a9c709014b00a3b41a89,"","TECNALIS es una empresa tecnológica líder en proporcionar soluciones para operadores de juego. Con más de 15 años de experiencia en el sector online, ha desarrollado ALIRA, la plataforma definitiva de gestión integral y centralizada para las necesidades de los operadores de juego online.",2005,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62f4ae100d0ff90001ebf984/picture
iGaming Asia,iGaming Asia,Cold,poker - estudo,4,gambling & casinos,"",http://www.igamingasia.com,http://www.linkedin.com/company/igaming-asia-inc.,"","","",Makati,Metro Manila,Philippines,"","Makati, Metro Manila, Philippines","igaming, online gaming, consultancy, online poker & casino, platform selection, business plan, shortterm & longterm projects, international development",'+63 2 902 0919,"iGaming Asia is a specialized igaming consultancy company based in Makati, Philippines. We provide world class services for any type of igaming business.","Gmail, Google Apps, GoDaddy Hosting, Google Font API, Bootstrap Framework, Mobile Friendly, Google Analytics, WordPress.org, Apache","","","","","","",6328a9d24fd2ab00a3c8f121,"","iGaming Asia is a specialized igaming consultancy company based in Makati, Philippines. We provide world class services for any type of igaming business. Our services include:

- Finding the right path for igaming businesses who wish to enter the Southeast Asian market and setting up a successful company from day 1
- Optimizing profit and operations for local igaming companies, taking their business to the next level
- Covering the whole process for igaming companies entering the European market - for an immediate presence and smooth operation
- Introducing operators to our Premium Service Providers, which counts payment providers, casino game providers, live casino solutions, translation/localization, call centres, fraud prevention tools, marketing solutions etc.

By contacting iGaming Asia today, we can discuss your situation and make a plan together. As we cover everything from A-Z, you will only need iGaming Asia as your point of contact.",2016,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63052f606dbd0b0001194669/picture
Outstanding Poker Training Site,Outstanding Poker Training Site,Cold,poker - estudo,0,gambling & casinos,"",http://www.outstandingpoker.com,http://www.linkedin.com/company/outstanding-poker,"","",33 Charles Street East,Toronto,Ontario,Canada,M4Y 1R9,"33 Charles Street East, Toronto, Ontario, Canada, M4Y 1R9","online poker training, gambling, poker coaching, poker","","","Facebook Conversion Tracking, Hostgator, Apache, Mobile Friendly, Google Font API","","","","","","",6328a9da8f3f9d00cb75557f,"","Outstanding Poker Training School is a poker training community that offers you assistance and guidance at every possible angle: poker training videos, poker strategy articles, poker coaching, and podcasts all at one site from pro poker players. Led by top ranked pro Tim ""atta22"" Mc Killican Outstanding Poker is widely considered the best poker training site on the market for low stake cash games.

The Outstanding Poker Community allows you to create your own free poker profile and connect with poker players from around the world using our poker forums, poker blogs, poker hand history replayer and more.

Latest Press Release  
- OutstandingPoker.com Re-Launches with New Community-Oriented Poker Training Site
- http://www.pr.com/press-release/251682",2007,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/624ae9575023240001348620/picture
Online Poker Spielen,Online Poker Spielen,Cold,poker - estudo,0,"","",http://www.bonuspokern.com,"",https://facebook.com/onlinepokern,https://twitter.com/bonuspokern,"","","","","","","","","","Nginx, WordPress.org, Mobile Friendly","","","","",485000,"",6328a9e39eb1a800a3585491,"","","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/5fe8618b45c3630001f8a5f8/picture
http://www.pokermac.com.ar (Online Poker Room),http://pokermac.com.ar,Cold,poker - estudo,0,internet,"",http://www.pokermac.com.ar,http://www.linkedin.com/company/http-www.pokermac.com.ar-online-poker-room-,"","","","","","","","","","","",Nginx,"","","","","","",6328a9f2a240ec00e4b2920a,"",Pokermac es la comunidad de poker gratis en sudamerica. Es un sitio creado en el año 2007 con una red y software desarrollado por completo y sin elementos de terceros. Pokermac intenta incrementar el contenido y la interacción social de los jugadores para ser lider en el mercado.,2007,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6053fddffb907d0001085e4e/picture
Online Poker Jokes Poker Joke Contest,Online Poker Jokes Poker Joke Contest,Cold,poker - estudo,0,"","",http://www.holdemhumor.com,"","","",2195 Robailey Dr,Chico,California,United States,95928-7652,"2195 Robailey Dr, Chico, California, United States, 95928-7652","",'+1 530-342-6658,"Jokes about poker, submit your online poker joke and have it published.","Cloudflare DNS, CloudFlare Hosting, WordPress.org, Google Font API, Mobile Friendly","","","","",29564000,"",6328a9f2a240ec00e4b2920d,"","","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/5fe6d3bdc4576d0001d8a525/picture
poker online,poker online,Cold,poker - estudo,16,gambling & casinos,"",http://www.142.63,http://www.linkedin.com/company/poker-online,"","","","",Sumatera Barat,Indonesia,27361,"Sumatera Barat, Indonesia, 27361","poker online indonesia, situs poker, poker online, poker, agen poker","","","","","","","","","",6328aa0293606200a3016a29,"",Agen situs poker online memberikan banyak kemenangan. Poker indonesia sangat banyak digemari banyak sekali orang. Dan judi10 telah menyediakan banyak sekali akses situs poker online terbaik sampai sekarang. Beberapa permainan poker disini lengkap dan memuaskan. Bahkan memiliki bandarq dan domino99 online disini. Tersedia livechat 24 jam ditemani customer service terpercaya dan memuaskan masyarakat indonesia. Agen poker online sudah banyak menguntungkan para penikmat kartu online.,1990,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62ff7a0c3581d10001ed6c67/picture
Americas Cardroom,Americas Cardroom,Cold,poker - estudo,14,gambling & casinos,"",http://www.americascardroom.eu,http://www.linkedin.com/company/americas-cardroom,https://www.facebook.com/americascardroomeu,https://twitter.com/ACR_POKER,"",San José,San José Province,Costa Rica,"","San José, San José Province, Costa Rica",online poker & live poker tournament events,"",America's biggest online poker site. Sign up now for a huge Welcome Bonus and experience 8-figure guaranteed poker tournaments like the Venom. Find out why we say poker is only good when it’s big.,"Cloudflare DNS, Bronto, CloudFlare Hosting, Datadog, Google Font API, Hotjar, Mobile Friendly, Google Tag Manager, YouTube, Apache, Visual Website Optimizer, LivePerson Monitor, Bootstrap Framework, WordPress.org, reCAPTCHA","","","","",80000,"",627962e68e8f2e00015038ed,"","Americas Cardroom is one of the world's most trusted names in online poker since 2001. Americas Cardroom accepts online poker players from around the world — including poker players from the United States. Americas Cardroom has action-packed tournaments super fast payouts, and over 246,000 hands played everyday.",2001,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6310837ab98d67000105bf7b/picture
Online Poker News,Online Poker News,Cold,poker - estudo,3,media production,"",http://www.onlinepokernews.in,http://www.linkedin.com/company/onlinepokernews,http://www.facebook.com/OnlinePokerNews,http://twitter.com/indiapokernews,"",Gurugram,Haryana,India,122002,"Gurugram, Haryana, India, 122002","games, news, game news, media, consumer internet, internet, information technology, poker room reviews, poker industry insights, live coverage of poker tournaments, poker tournaments, poker news","","","Route 53, Gmail, Google Apps, Amazon AWS, Shareaholic Content Amplification, Mobile Friendly, Google Analytics, Google Font API, Bootstrap Framework, WordPress.org, Nginx","","","","",2716000,"",6328a9d24fd2ab00a3c8f11a,2741,"OnlinePokerNews is India's premier Poker News Portal that covers all facets of the game. Our aim is to spread awareness of Poker in India and showcase India on top of the Poker podium.

We are committed to deliver latest poker news, current tournament information, events and current affair.",2011,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6228d450e6faa6000110fdc0/picture
ZEN Ent,ZEN Ent,Cold,poker - estudo,2,computer games,"",http://www.zenentertainment.com,http://www.linkedin.com/company/zen-entertainment-network,"","","",Newport Beach,California,United States,"","Newport Beach, California, United States","white label online poker, freemium games, social gaming",'+1 508-405-2224,"","Gmail, Google Apps, Freshdesk, Media Temple SSL, Nginx","","","","",24395000,"",6328a9d24fd2ab00a3c8f125,"","The ZEN Entertainment Network® (ZEN) offers big brands a platform to deliver a social, fun, and rewarding experience for online casino game players. It features competitive, U.S. legal tournaments, a robust promotions schedule and a common pool of up to $100,000 in monthly cash and prizes. ZEN offers its partners seamless access to our leading free-to-play online games network and a forward-thinking roadmap to the future of online gaming.",2007,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6288a778bd381600012d6101/picture
OPPA888 India,OPPA888 India,Cold,poker - estudo,2,gambling & casinos,"",http://www.oppa888.in,http://www.linkedin.com/company/oppa888in,"","","",New Delhi,Delhi,India,"","New Delhi, Delhi, India","poker game online, indian poker, poker, online texas holdem, online poker, omaha game","","","Cloudflare DNS, Nginx, Mobile Friendly","","","","","","",6328a9da8f3f9d00cb75557d,"","",2015,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/60e6b40c0457120001999378/picture
Online Poker,Online Poker,Cold,poker - estudo,0,"","",http://www.onlinepokersmart.com,"","","","","","","","","","","","","","","","","","","",6328a9e39eb1a800a3585483,"","","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/60a57bb16f170c00011219b7/picture
Decker Poker,Decker Poker,Cold,poker - estudo,1,gambling & casinos,"","",http://www.linkedin.com/company/decker-poker,"","",4155 Mt Alpine St,Dubuque,Iowa,United States,52001,"4155 Mt Alpine St, Dubuque, Iowa, United States, 52001","grambling amp casino, poker, grambling casino, online poker","","","","","","","","","",6328a9e39eb1a800a3585488,"","Welcome! Here I, Jack Decker, share ""Let's Play""​ videos of me playing in online play-money poker tournaments. New videos released daily at 4 pm US Central Time.",2018,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/61d44fdc19dcc60001993a16/picture
Online Poker Nyc,Online Poker Nyc,Cold,poker - estudo,0,"","",http://www.homegamez.com,"",https://facebook.com/OnlinePokerNYC,https://twitter.com/HomeGamez,"","","","","","","","","","Cloudflare DNS, Sendgrid, Gmail, Google Apps, CloudFlare Hosting, Freshdesk, Bootstrap Framework, Google Tag Manager, New Relic, JW Player, Mobile Friendly, Google Font API","","","","",311000,"",6328a9eabfa3bc00a379d59f,3944,"","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/5fea4ad478da550001d09d70/picture
PokerStars,PokerStars,Cold,"Gambling, poker - estudo",2100,gambling & casinos,wladimir.barros@paylivre.com,http://www.pokerstars.com,http://www.linkedin.com/company/pokerstars,https://www.facebook.com/PokerStars,https://twitter.com/pokerstars,3883 W Century Blvd,Inglewood,California,United States,90303,"3883 W Century Blvd, Inglewood, California, United States, 90303","online poker, live poker, casino, sports gambling","",Online Sports Betting - Sport odds | PokerStars Sports,"UltraDns, Amazon AWS, Taboola Newsroom, Brightcove, TubeMogul, OneTrust, React Redux, Google Tag Manager, Bootstrap Framework, Nginx, Mobile Friendly","","","","",12677000,"",6279558d9ad74500d87390bc,7900,"We are a business created by poker fans, for poker fans. Poker is part of our DNA and runs through the core of everything we do. Today we are one brand with three distinct flavours across poker, casino and sports. Our products are industry leading and played by millions of registered customers across the globe.

Our presence can be felt all over the world. With licenses or related approvals to operate in 21 jurisdictions, we're one of the most regulated online gaming companies in the world. Our global oﬃces and multicultural environment give us a unique perspective on the industry.

Our people are the lifeblood of the business. We're home to a rich tapestry of ages, genders and nationalities; connected through a love of gaming and the pursuit of excellence. Every day we draw on a wealth of experience, skills and ideas incubated in over 60 different countries across the world.

We strive towards one goal, using our attention to detail and desire to be the best at what we do. The vision: to be the world's number one iGaming destination for players; the mission: to maintain momentum and continue to innovate and drive our success.",2001,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6328508f416ed600010d0d51/picture
thefestival.com,thefestival.com,Cold,"GAMBLING MALTA 040722, poker - estudo",1,gambling & casinos,"",http://www.thefestival.com,http://www.linkedin.com/company/the-festival-series,https://www.facebook.com/ThefestivalOG,https://twitter.com/ThefestivalOG,Triq ix-Xatt,Gzira,"",Malta,GZR,"Triq ix-Xatt, Gzira, Malta, GZR","online poker, live poker, casino, sportsbook, gambling, events, digital marketing, twitch","","The Festival Series: Poker in a fun Poker Event alongside Roulette, Blackjack and Sports Betting Competitions. Next stop in Bratislava in October 2022.","Cloudflare DNS, CloudFlare Hosting, WP Engine, Google Tag Manager, Mobile Friendly, YouTube, Google Play, WordPress.org, CampaignMonitor, Google Analytics, reCAPTCHA, Hotjar, Visual Website Optimizer","","","","","","",62c353e25e3d0900a3908ea5,"","This is the Festival Series - an innovative kind of live gambling event that combines the best of poker, casino and sports betting – all in one scene. 

Under the wing of Acroud, PokerListings and all casino and betting partners, The Festival Series is making stops in various cities across the globe, starting with its debut in Bratislava, Slovakia. 
The weeklong celebration features competitive roulette and blackjack tournaments alongside live poker tournaments and cash games (with competitive sports betting coming soon). 

Our growing community consists of casual players, punters and fun personalities coming together, not only to compete for great cash prizes, trophies and bragging rights. But also to connect and enjoy the city and activities with players from all walks of life - whether you win or bust. Ultimately it's our players that are the lifeblood of the event - the ones who make it what it is. So we pull out all the stops to make each event as inclusive and memorable as possible. Everyone's invited to join their friends or make new ones by getting their own all-inclusive package for our upcoming The Festival Series stop or qualifying via our live & online partners. 

Come and be part of the latest evolution of live gambling!",2021,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/630391e94f6e3c00011f1ee8/picture
Gamelabs,Gamelabs,Cold,"GAMBLING MALTA 040722, poker - estudo",1,gambling & casinos,"",http://www.gamelabs.pt,http://www.linkedin.com/company/igamelabs,"","","","","",Malta,"",Malta,"technology, poker, online poker, online lottery, marketing, casino, lottery, online gambling, sportsbetting, lottery software, gaming, online gaming, keno","","","","","","","","","",62c3544dca4c9100caa9fbf8,"","Gamelabs offers the most insightful and comprehensive advice on emerging markets in iGaming. With offices in both Malta and Portugal, we cater to both seasoned companies and startups offering advisory services on regulatory and operational matters.

Gamelabs has been amassing the critical experience needed to excel in the fast paced and ever changing world of gaming, through lottery, online sports betting and casino gaming development. 

With countless years in combined experience and a seasoned online/ offline team, Gamelabs decided to invest in the online sphere by bringing on board individuals who have a proven track record of experience in running some of the most successful eGaming operations in the world. 

We're serious about innovation and take pride in being at the cutting edge of everything we do.

Get in touch and find out what we can do together",2017,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6290ccfa28f7800001e5a2f0/picture
Betshah,Betshah,Cold,"GAMBLING 22W30, bet - estudo, poker - estudo",2,gambling & casinos,"",http://www.betshah.com,http://www.linkedin.com/company/betshah,"","","","","","","","","sports, betting, sports betting, online betting, online casino, casino, poker, games, igaming, innovation, research, development, software development, online poker, egaming","","","Cloudflare DNS, Outlook, Microsoft Office 365, CloudFlare Hosting, React Redux, Mobile Friendly","","","","","","",62d1d4b2872df700cb24336a,"","They say there is no news during summertime, which can partly explain the
proliferation of various social media challenges like the Ice Bucket, the eat-the-hottest-pepper-on-Earth and so on. 

But the advent of BetShah, a new sportsbook and casino operator with a lot of style and huge aspirations may prove to be the biggest challenge not only of summer, but of the whole year.

Their name is BetShah and their motto is the ""King of Kings"". It is well known that
there is never a smoke without a fire, and the gambling world had seen the ""smoke"", when BetShah, not even live at that moment, was among the sponsors of the SBC Betting on Football 2019 trade conference. So, after a lot of anticipation, BetShah is finally here.",2019,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62a4bd5d1b1d9600017c8bcb/picture
Best in Sites iGaming,Best in Sites iGaming,Cold,"bet - estudo, poker - estudo",0,gambling & casinos,"",http://www.bestinsites.net,http://www.linkedin.com/company/best-in-sites-igaming,"","","","","","","","","online gambling, igaming, online bingo, online casinos, online poker, online sports betting, online sportsbooks, online skill games, online igaming affiliate programs","",Best in Sites is your internet gambling information source. Our group of sites will provide you with all the information you need to make the Best choice on an Online Gambling site.,Apache,"","","","","","",632476fa0203a300a3c961d6,"","Best in Sites offers players a wealth of information on the world of iGaming. Quickly browse through reputable iGaming sites, view full reviews and keep up to date with the latest Bonuses being offered.

Best in Sites iGaming Group consists of 7 web sites that offer players the full Range of iGaming information.

Best in Online Gambling
(www.BestinOnlineGambling.com)
Best in Online Gambling is our flagship sites. It offers quick and to the point information on the full iGaming spectrum.

Best in Online Bingo
(www.BestinOnlineBingo.com) 
Best in Online Bingo provides to the most comprehensive resource for Online Bingo on the net.

Best in Online Casinos
(www.BestinOnlineCasinos.com)
Reviews of all the Best Casinos and Software Platforms, Gaming Tips, Free Games and much more. 

Best in Online Sports Betting
(www.BestinOnlineSportsbooks.com)
Best in Online Sportsbooks has full Reviews and Rankings of all the Best Sports Books, All the latest Sporting News and Scores and Sport Betting Tips.

Best in Online Poker
(www.BestinOnlinePoker.com)
Full Poker Site Reviews, most recent Poker News, Best Poker Bonuses, Poker Strategies and more.

Best in Online Skill Games
(www.BestinOnlineGames.com)
Skill Games are a fun way of increasing your excitement while playing favourite games. 

Best in Online iGaming Affiliate Programs
(www.BestinOnlineAffiliates.com)
For those of you that are webmasters, view all the best iGaming sites that you should partner with.",2007,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6052da08f2e2440001d6f3e5/picture
KhelPlay,KhelPlay,Cold,poker - estudo,2,computer games,"",http://www.khelplay.com,http://www.linkedin.com/company/khelplay,"","","","","","","","","poker, online poker, online poker india, easy registration & game play, poker game variations, safety & security, guaranteed tournaments, freeroll tournaments, texas holdem, omaha, blaze poker","","Online Rummy for cash at KhelPlay Rummy. ✓ 200% Real Rummy Bonus ✓ *₹5,00,000* Free Rummy Giveaway ✓ Legal & Secure ✓ Best Rummy Card Game - Play online rummy game NOW!","Route 53, Amazon AWS, Gmail, Google Apps, Mixpanel, Bootstrap Framework, Facebook Login (Connect), Zopim, Google Tag Manager, Varnish, Facebook Custom Audiences, Nginx, Mobile Friendly, Facebook Widget","","","","","","",6328a9da8f3f9d00cb755585,"","KhelPlay aspires to become the best site to play poker online in India and with that being our motivation, we offer most popular poker games like Texas Holdem, Omaha, Sit & Go, Poker Tournaments (Satellite, Freeroll etc.) and other Poker variations that you can play with people around India. Whether you want to play free poker or poker for cash, KhelPlay is a fun and safe site to play poker.

What you will get on KhelPlay.com?
Poker Game Variations: While we intend to offer all types of poker games, we are currently offering the most popular poker games like Texas Hold'em, Omaha, Multiplayer Poker Tournaments and Free Poker Games. We offer poker games with different cash limits which suits every set of players and basis your comfort, you can select a poker table.
Easy Registration and Game Play: Registering and starting to play poker at our site is quick and easy. You can create a poker account for free, select from the various free game tables and start playing free poker games till you are confident to play poker for cash.
Safety and Security: Our users are everything for us and we take utmost care of their personal information. While our site is SSL secured so that you're personal details are never leaked to any third party, our random number generation software has been certified by the prestigious eCogra reviews.
PC and Mobile: While you can simply login to our site and start playing poker instantly, you can also download and install our poker software (available for both Windows and Mac) on your PC. You can also play poker on mobile phone without downloading any poker app.","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62c6e657e18b060001c3ea09/picture
Kvellix,Kvellix,Cold,poker - estudo,0,computer games,"",http://www.playnutso.com,http://www.linkedin.com/company/kvellix,"","","",Littleton,Massachusetts,United States,01460,"Littleton, Massachusetts, United States, 01460","card games, poker style game, online poker, board games, online poker style card game","","",Dyn Managed DNS,"","","","","","",6328a9f2a240ec00e4b2920e,"","Scott Solomon, Inventor and CEO of Kvellix Inc., had a vision while playing Texas Hold'em in the wee hours of the morning. ""I thought that if a game like Texas Hold'em allowed each player to have cards that can potentially impact the other participants hands that everyone playing at the table would go nuts."" Also, because he was already considered the bad uncle for teaching his young nephew poker, ""I also wanted to make a game where younger players could learn the rules and core elements of playing poker but could play a game that was more acceptable for game night with the parents.""

Those two thoughts inspired what we call NUTSO!!!! Think of Nutso as a poker styled card game like Texas Hold'em with a twist. Its combines the structure of Texas Hold'em but adds wild cards to the game like UNO."" It amazing how quickly your hand can go from outer failure to glorious victory.  We have tested the game with both family and friends from the age of 10 to 75 and everyone says they want to play again"", said Jeff Solomon, VP of Marketing and Communications at Kvellix
NUTSO, contains 56 playing cards, Nutso Bucks to bet, and Instructions. For more information on how to play, you can go to www.nutsonation.com or our facebook page.(https://www.facebook.com/pg/KvellixLLC/posts/)  At Kvellix, we know there's more to NUTSO then just a pack of cards, it a platform for getting family and friends together, to feel like you're on a roller-coaster ride",2017,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/61600716822a920001f1c9d9/picture
Power Entertainment Ltd,Power Entertainment,Cold,poker - estudo,0,internet,"",http://www.cakenetworkaffiliates.eu,http://www.linkedin.com/company/power-entertainment-ltd,"","","",Saint Julian's,"",Malta,"","Saint Julian's, Malta","online poker, online gaming, online casinos","",This domain may be for sale!,"Mobile Friendly, Google AdSense, Nginx","","","","","","",6328a9f2a240ec00e4b29212,"","PowerPoker.com (Online Poker Room)
PowerPoker.com, which is endorsed by High Stakes phenom Ilari ""Ziigmund"" Sahamies, was launched in March 2009 on the CakeNetwork.

PowerPoker.com accepts players worldwide including the US plus as our operations are based in Malta we provide tax-free incentives for players in certain EU countries.

Ilari ""Ziigmund"" Sahamies (Pro Poker Player)
You can find Ilari ""Ziigmund"" Sahamies playing on PowerPoker. Although he is a high stake player going for the biggest games possible, he will occasionally play at low and medium stake tables to give regular players a chance to play against a real professional.

PowerVegas.com (Online Casino)
PowerVegas.com which is powered by CTXM software provides gaming entertainment consisting of over 50 casino games which include Blackjack, Roulette, Video Pokers and Slots.

PowerVegas.com is currently only offered as a side game within our Poker client (from Feb 18th 2010) and is due to launch as a stand-alone version in May 2010.",2009,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/605d3ec28306150001a9c593/picture
PokerKing.com,PokerKing.com,Cold,"GAMBLING MALTA 040722, poker - estudo",4,gambling & casinos,"",http://www.pokerking.com,http://www.linkedin.com/company/pokerking-com,https://facebook.com/pokerking.net,https://twitter.com/realpokerking,"",Sofia,Sofia City Province,Bulgaria,"","Sofia, Sofia City Province, Bulgaria","online poker, online gaming, igaming, fair poker game, fair poker","","Poker King is a transparent and reputable poker site where deposits are safe, the game is fair, and everyone gets paid when they win.","Cloudflare DNS, SMTP.com, CloudFlare Hosting, Bronto, Datadog, Kayako, DataXu, Google Font API, Google Tag Manager, reCAPTCHA, LivePerson Monitor, WordPress.org, Mobile Friendly, Bootstrap Framework, YouTube","","","","",134000,"",62c353d109539c00f79742ba,"","PokerKing.Com and PokerKing.net are owned and operated by King Enterprises N.V., a Curacao-based, privately held company. King Enterprises is an enterprise spearheaded by chairman, Vinko Dobrosevic, an accomplished casino operator with extensive land-based and Internet experience, with the ultimate objective of transforming the poker industry through the implementation of specially tailored software, promotions and services.


PokerKing is an online poker organization which is committed to providing a fair and secure gaming environment through the use of bespoke, patented technology and stringent self-regulation. Through the implementation of its unique Player Ranking System, PokerKing aims to create an unprecedented level of transparency within its gaming system, eliminating unfair practice and providing a level playing field for all its members. 

In order to build and sustain a secure environment PokerKing has focused on 5 key areas:

- Intergrity through transparency
- unique  customer service
- realistic bonuses and rewards
- first Internet poker player ranking system
- security and fair play

PokerKing.com is pleased to  occasionally offer satellites to selected prestigious live tournaments. We know our players enjoy playing in  real live casino poker tournaments so take this opportunity to join us at our next event.

PokerKing.com proudly presented the RPT Grand Final in Kiev, March Mania Mega Stack Poker Series and World Poker Showdown- Super Cruise.",2011,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62f7fb8ca0bb050001b95c91/picture
