Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,Short Description,Founded Year,Logo Url
BaddaMedia Inc.,BaddaMedia,Cold,"GAMBLING 22W30, bet - estudo",0,gambling & casinos,"",http://www.baddamedia.com,http://www.linkedin.com/company/baddamedia-inc.,"","",1311 Howe St,Vancouver,British Columbia,Canada,V6Z 2P3,"1311 Howe St, Vancouver, British Columbia, Canada, V6Z 2P3",online casino & gaming software,"","",Apache,"","","","","","",62d1d47f90757f00c88de8a0,"","BaddaMedia Inc. is a software development and consulting company aiming to deliver the next generation of browser-based online gambling slots, fixed-odds games and other gaming products to the legal internet gaming space.

The company is creating a position in this growing sector as a valuable developer of content, producing ongoing revenues and precious intellectual assets.","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6253f7bfc961240001cad89c/picture
Talenta International,Talenta International,Cold,"GAMBLING 22W30, bet - estudo",7,gambling & casinos,"",http://www.talentainternational.com,http://www.linkedin.com/company/talenta-international,"","",19 Via Orfanotrofio,Biella,Piemonte,Italy,13900,"19 Via Orfanotrofio, Biella, Piemonte, Italy, 13900","software, gaming, online casino, html5 gaming","",Espresso Games is an online iGaming Casino Gaming software and platform developer and provider. We offer complete and integrated solutions to have your online gaming business making money in no time.,"Cloudflare DNS, Gmail, Google Apps, Google Cloud Hosting, Mobile Friendly, Nginx, Joomla, Google Font API, Bootstrap Framework, Ubuntu","","","","","","",62d1d47f90757f00c88de8a5,"","Talenta Labs leverages the latest technologies, and we were one of the firsts to develop web-based games in Flash. Since 2015, our games are built solely in HTML5.

Talenta Labs' game engines are highly configurable and with a multitude of exclusive features invented in-house, Talenta operators are always ahead of the game. Pair that with our comprehensive management software and you've got a winning combination!

The founding partners and core management team at Talenta have over 40 years of experience in gaming operations and software engineering. Our strategic partnerships formed over the years represent the perfect fusion of international industry specialists and technical know-how that inspires our dynamic range of entertaining games on a wide variety of platforms.

Our commitment to simplifying daily operations is what drives the evolution of our back-office. We believe our client-first philosophy, quality-focused ideology and global vision are what propel your success.",2002,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62da31794498f60001eecf30/picture
Personal Online Casino,Personal Online Casino,Cold,"GAMBLING 22W30, bet - estudo",2,entertainment,"",http://www.pocplatform.org,http://www.linkedin.com/company/personal-online-casino,"","","","","","","","","","","","","","","","","","",62d1d47f90757f00c88de8af,"","POC platform provides our users a superior gambling experience and an
environment where they can play with confidence by maximizing their earnings. Our platform ensures that the withdrawals and pay-outs will be cheap
however smooth, fast, and problem free.",2019,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/629f385f12a1700001886724/picture
slotvibe.com,slotvibe.com,Cold,"GAMBLING 22W30, bet - estudo",2,gambling & casinos,"",http://www.slotvibe.com,http://www.linkedin.com/company/slotvibe-com,"","","","","","","","","online casino, slots, vip program, gaming","","",React Redux,"","","","","","",62d1d4b2872df700cb24335a,"","Here at SlotVibe it's all about uniqueness and YOU. You have arrived at the casa of over 2 000 delicioso games, many accepted currencies, VIP programs, spicy tournaments, Speedy-Gonzales payouts, grande promotions, and oh so fabuloso Customer Support excellence.  

SlotVibe founded in 2021, is the dreamchild of a bunch of perros viejos (old dogs) in the online casino industry. With over 16 years of experience and expertise, the SlotVibe family came together to present likeminded gamers with a safe, fun, and responsible gaming platform to fall in love with, mi amor. 

What was the inspiration behind the Día De Los Muertos theme you ask? Let me tell you a story.
One night the SlotVibe family came together to celebrate the birth of their brilliant new online casino idea, while enjoying a few frozen margaritas and tequilas. They thought hard about how to give their future players something new, something fresh, and something that was out of this world, literally. All they needed to do was look down at their salt-rimmed glass and BAM we have a winner; a Mexican-themed winner!

So without further ado, welcome to the family. Bravo!",2021,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62e954efb6e54600018a0b2a/picture
Gambul.com,Gambul.com,Cold,"GAMBLING 22W30, bet - estudo",0,gambling & casinos,"",http://www.gambul.com,http://www.linkedin.com/company/gambul-com,https://www.facebook.com/Gambulcom-102076475125999,https://twitter.com/Gambul_com,"",Mumbai,Maharashtra,India,"","Mumbai, Maharashtra, India","live casino, gambling, betting, online casino","",We are your online gambling guide in India. Gamble online for real money and learn all about the different sites & games.,"Route 53, Amazon AWS, Google Tag Manager, Mobile Friendly, WordPress.org, Google Font API","","","","","","",62d1d4c209960b00e00edee4,"","We are an online gambling platform in India. Here players find information about various gambling products online, such as Betting, Casino, Live Casino, and more. Players can expect trustworthy websites and top of the line welcome bonuses.",2020,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62e4c5e0cf111900016644be/picture
Klubspil.dk,Klubspil.dk,Cold,"GAMBLING 22W30, bet - estudo",0,gambling & casinos,"",http://www.klubspil.dk,http://www.linkedin.com/company/klubspil-dk,"","",20D Kjellerupsgade,Aalborg,North Denmark Region,Denmark,9000,"20D Kjellerupsgade, Aalborg, North Denmark Region, Denmark, 9000","online casino spil & underholdning, underholdning, online casino spil","","","","","","","","","",62d1d4e189e4d3008b259d46,"","Klubspil.dk er en ny online spilleplatform, som skal tiltrække sports- og spilinteresserede, der har lyst til at spille med hjertet for at støtte enten lokale eller professionelle klubbers virke økonomisk. Spillesitet er skabt med udgangspunkt i den enkelte idrætsklub, og konceptet er udtænkt af nuværende og tidligere idrætsudøvere i tæt samarbejde med klubberne.",2015,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/605d69117b3db600011fd722/picture
Entaingroup,Entaingroup,Cold,bet - estudo,660,gambling & casinos,"",http://www.gvc-plc.com,http://www.linkedin.com/company/gvc-group,https://facebook.com/bwinpartycareers,https://twitter.com/bwinpartypress,32 Athol Street,Douglas,"",Isle of Man,IM1 1,"32 Athol Street, Douglas, Isle of Man, IM1 1","online gaming, gambling, sports betting, poker, bingo, casino, digital, technology, customer service, vip, crm, testing, business development, online, digital games, business intelligence, net, html 5, css, retail",'+44 1 624652559,"We are Entain, a world leader in sports betting and gaming entertainment, with a clear strategy to deliver sustainability and growth.","Outlook, Microsoft Office 365, Salesforce, MailChimp SPF, Cloudflare DNS, Oracle SPF, Rackspace MailGun, CloudFlare Hosting, ExactTarget, ServiceNow, Mimecast, Atlassian Cloud, OneTrust, Google Font API, Twitter Advertising, Vimeo, WordPress.org, Mobile Friendly, Google Tag Manager, Nginx, Linkedin Marketing Solutions",667300000,Debt Financing,667300000,2020-04-01,1000000000,"",62e980d48217fa000187a233,7900,"We are GVC. Our journey began in 2004. But our brands have been making history since the 1880s.

With our own cutting-edge technology and – most importantly – our smart, talented and committed teams, we are creating the next generation of sports betting and immersive gaming products. 
 
As one of the world's largest sports betting and gaming groups – generating revenues of £3.6bn+ annually – we bring together some seriously big names. Names such as bwin, Labdrokes, Coral, Gala, Betdaq, and many more. 
 
We make the world's biggest live events even more memorable and every moment unmissable. And we're doing it responsibly. Our ambition is to be the safest and most trusted operator in the world, where customers want to play and people want to work. 
 
Over 24,000 colleagues, across five continents, all live and work by one purpose. It is who we are, and why we do what we do. It's a mindset. Our mindset. Everything we do is For The Good Of Entertainment. 
 
We're building something amazing. Are you with us?",2004,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b0bc6ebb9f30001cd78dd/picture
GoldenRace - Virtual Sports & Betting Solutions,GoldenRace,Cold,bet - estudo,170,information technology & services,"",http://www.goldenrace.com,http://www.linkedin.com/company/golden-race,https://www.facebook.com/GoldenRaceOfficial,https://twitter.com/goldenrace,"",Naxxar,"",Malta,"","Naxxar, Malta","virtual sports, casino games, live games, betting supplier, virtual games, betting shops, betting solutions, online operators, betting games, selfservice terminals","","B2B Supplier of online gaming & sports betting software, the perfect betting solutions games for your company success. Global leader in pre-recorded or animated video sports betting. Using innovative approaches; reliable and secure technology for bookmakers. The market leader beyond Virtual Sports & gambling companies","Gmail, Google Apps, Amazon AWS, Google Analytics, Facebook Widget, Mobile Friendly, Google Tag Manager, Facebook Login (Connect), Linkedin Marketing Solutions, Nginx, reCAPTCHA, Yandex Metrica, Facebook Custom Audiences","","","","",3000000,"",632475db1b17e100e116cfd5,"","We provide virtual betting solutions for retail, terminals, online and mobile platforms worldwide. We also offer 3D Virtual Sports, pre-recorded sports events and much more! 

We tailor our products to the customers and habits of each country, including our award-winning and cost-effective gaming platform, as well as offering outstanding technical support.

⚽ OUR ADVANTAGES ⚽

FOR BUSINESSES ⬇️

• Easy to install, scalable and 24/7 virtual betting.
• Full real-time control of game rules and configuration.
• White-label solution on all our systems and platforms.
• Multi-language and multi-currency.
• Games with maximum profit.


FOR PLAYERS ⬇️

• Exclusive, innovative and continuously growing game package.
• Real sports videos to bet on.
• A new event every few minutes.
• Wide variety of games.
• Continuity: Play both in betting shops and online.",2006,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63184e99f8ce0000013ea02b/picture
tuttur,tuttur,Cold,bet - estudo,45,entertainment,"",http://www.tuttur.com,http://www.linkedin.com/company/tuttur-com,https://www.facebook.com/wwwtutturcom/,https://twitter.com/tuttur,16 Hacı Osman Bayırı Caddesi,İstanbul,İstanbul,Turkey,34453,"16 Hacı Osman Bayırı Caddesi, İstanbul, İstanbul, Turkey, 34453","gamification, social betting, sports betting, national lottery, customer services",'+90 212 363 0606,"Bahis heyecanı tuttur.com’da! Kazandıran popüler kuponlar, iddaa tahminleri, banko kuponlar ve tüm iddaa bültenleri canlı maçlar ile birlikte burada!","Gmail, Google Apps, React, Facebook Login (Connect), OpenSSL, Google Tag Manager, Taboola, WordPress.org, Quantcast, Mobile Friendly, Hotjar, DoubleClick, Apache, Adform, Varnish, Criteo, New Relic, Google Font API, Citrix NetScaler","","","","",1522000,"",632475e53263d300e4727332,"","Tuttur, Türkiye'nin yasal sanal şans oyunları platformunda 2010 yılında yerini almıştır. Vizyonu, dünya standartlarında yenilikçi bahis sitesi olmak olan tuttur bunu öncelikle dünyanın ve Türkiye'nin ilk sosyal bahis sitesi platformunu oluşturarak gerçekleştirmiştir.",2009,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63035b46bf81620001492a8c/picture
BCLC,BCLC,Cold,bet - estudo,1100,gambling & casinos,"",http://www.bclc.com,http://www.linkedin.com/company/bclc,https://www.facebook.com/bclc/,https://twitter.com/BCLC,74 Seymour Street West,Kamloops,British Columbia,Canada,V2C 1E2,"74 Seymour Street West, Kamloops, British Columbia, Canada, V2C 1E2","gambling, lottery, casinos, bingo, online, responsible gambling, government, entertainment, sports betting, keno, egaming",'+1 250-828-5500,"BCLC is your home for legal gambling in BC! Sports betting, lottery, casino, and more! With every play, you help our community programs across B.C.","Salesforce, Outlook, YouTube, Apache, DoubleClick Floodlight, Google Tag Manager, DoubleClick, Mobile Friendly, Bootstrap Framework, Typekit, Salesforce Live Agent, Sizmek (MediaMind)","","","","",1792960000,"",632475e53263d300e4727338,7900,"For 35 years, BCLC has been delivering exceptional entertainment to British Columbians by managing casino, lottery, bingo and sports betting. For us, playing means more than winning, it's about having a good time, bringing friends together, and doing it in a safe and responsible way. Thanks to our players, we've generated $25 billion for the Province of B.C. to support essential services such as healthcare, education and community programs. 

Our employees are in on the action too! Overall, BCLC staff spent more than 3,830 hours volunteering for local charities. Our employee-giving committees continue to organize events, silent auctions and draws to fundraise for important local causes selected by our people. 

We want everyone to enjoy gambling—and that means understanding how to play in a healthy way. We provide educational resources on how gambling works, and we help find support for those who need it.",1985,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631bdf2f1042e40001bd6018/picture
American Sports Betting Funds,American Sports Betting Funds,Cold,bet - estudo,0,financial services,"",http://www.americansportsbettingfunds.com,http://www.linkedin.com/company/american-sports-betting-funds,"","",8685 S Eastern Ave,Las Vegas,Nevada,United States,89123-2839,"8685 S Eastern Ave, Las Vegas, Nevada, United States, 89123-2839","sports betting, college football betting, american football betting, alternative asset class investment","",americansportsbettingfunds.com,"Nginx, Mobile Friendly","","","","","","",632475e53263d300e4727339,"",American Sports Betting Funds LLC is a Nevada coporation created for sports-betting investment fund ownership and management.,2015,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6291ae787aa0f40001e709a6/picture
CrownBet Pty Limited,CrownBet Pty Limited,Cold,bet - estudo,19,gambling & casinos,"","",http://www.linkedin.com/company/crownbet,"","","",Melbourne,Victoria,Australia,"","Melbourne, Victoria, Australia","online bookmaker, online betting, mobile betting, sports betting, online digital, marketing, risk management","","","","","","","","","",632475efddd22800cc24df92,"","",2014,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63242cf3c43fb800015418fa/picture
Stats Perform Bet,Stats Perform Bet,Cold,bet - estudo,4,sports,"","",http://www.linkedin.com/company/statsperform-betting,"","","",London,England,United Kingdom,"","London, England, United Kingdom","sports betting, betting content, trading tools, live streaming, bet stimulation, deep data, player data, probabilities, retail betting services","","","","","","","","","",632476056c675300f8c4fc83,"","Making betting more entertaining and enabling more confident trading. We enable the world's leading sportsbooks  deliver unique, engaging and compelling betting experiences.","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b120dd7bf4100015f56cd/picture
Snap Call Media,Snap Call Media,Cold,bet - estudo,10,media production,"",http://www.snapcallmedia.com,http://www.linkedin.com/company/snap-call-media,"","","",Vancouver,Washington,United States,"","Vancouver, Washington, United States","sports betting, poker, video production, casino, live streaming",(604) 760-8153,"","Outlook, GoDaddy Hosting, Google Font API, Apache, Mobile Friendly, Google Maps, WordPress.org, YouTube, Vimeo","","","","","","",6324761aacb12900a3d7aa8e,"","Snap Call Media produces video and web content for companies in the online poker, casino and sports betting spaces. Snap Call Media is capable of taking content projects from inception through development, production and distribution. Our creative department generates unique, engaging ideas and our production team brings them to life. We also understand how to distribute content online on a wide variety of platforms. Contact us now for a free quote and learn how video can help you achieve your goals more quickly.",2017,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6312d3a42a1df300011432a6/picture
GameOn (CSE: GET) (OTC: GMETF),GameOn (CSE,Cold,bet - estudo,22,entertainment,"",http://www.gameon.app,http://www.linkedin.com/company/gameonfanapp,"",https://twitter.com/gameonfanapp,"",Vancouver,Washington,United States,"","Vancouver, Washington, United States","sports, fantasy sports, sports betting, fan engagement, mobile apps, games, entertainment, tv, gamification","","","Route 53, Gmail, Google Apps, Amazon AWS, Google Tag Manager, Facebook Login (Connect), Mobile Friendly, Facebook Custom Audiences, MailChimp, Facebook Widget, Google Font API",13449000,Debt Financing,560000,2022-07-01,663000,"",6324762d410bb300e10329fe,"","GameOn (CSE: GET) (OTCQB: GMETF) partners with the world's biggest sports, media, and entertainment companies to launch brand-building, money-making NFT-based predictive and fantasy games. We turn fans into superfans - engaging, retaining and monetizing audiences, and participating in the entire economic cycle of NFT games. With a diverse team of Web3, gaming, sports, and media veterans from companies like Take-Two Interactive, EA, Dapper Labs, BSE Global, and Madison Square Garden, GameOn works with broadcasters, TV networks, streaming platforms, leagues, tournaments and sportsbooks to launch and operate best-in-class NFT-based games. Partners include global companies such as NBCUniversal, Bravo, MX Player and Polygon.",2018,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b292e15ef0100013bc9f0/picture
Knup Solutions,Knup Solutions,Cold,bet - estudo,51,sports,"",http://www.knupsolutions.com,http://www.linkedin.com/company/knup-solutions-llc,"","",5301 Florence Harbor Drive,Orlando,Florida,United States,32829,"5301 Florence Harbor Drive, Orlando, Florida, United States, 32829","sports betting, sports content, sports marketing, sports betting consulting, sports wagering, affiliate marketing, sports betting affiliates, video marketing, content creation, email marketing, consulting, gambling content, gambling, sales, gambling advertising, gambling marketing, affiliate services, sportsbooks, sports betting articles, sports betting blogs, podcast, football betting, basketball betting, baseball betting",(309) 696-4092,"Looking for sports betting, casino, esports or iGaming content services? Knup Solutions has that plus consulting, speaking, connecting, gambling domains & more!","CloudFlare CDN, CloudFlare Hosting, Google Cloud Hosting, Freshdesk, OneTrust, Google Tag Manager, Mobile Friendly, WordPress.org, Google Font API","","","","","","",63247635ac48f300a3553c5b,"","Knup Solutions is a small team of sports betting experts that specializes in: content marketing, email marketing, video creation, podcasting, consulting, sales help and more for sports betting affiliates and operators. Leading the charge is owner Ryan Knuppel who is a leading expert in the sports betting industry. Ryan has been creating content and helping webmasters, affiliates and operators create content and grow for over a decade.

Knup Solutions works with many of the top sports betting brands in the world including: MyBookie, BetUS, YouWager, ScoresAndStats.com, VegasOdds.com, BettingNews.com, SpookyExpress.com and many more!

With the United States jumping on board with legal sports betting, our company is ready to help any website in this space grow. Let our team focus on the content and marketing while you grow your business.",2007,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62038d1f0f96590001b3ac42/picture
WagerLab - Social Sports Betting,WagerLab,Cold,bet - estudo,3,information technology & services,"","",http://www.linkedin.com/company/wagerlab,"","","",Houston,Texas,United States,"","Houston, Texas, United States","",(507) 519-2437,"","CloudFlare CDN, Gmail, Google Apps, CloudFlare Hosting, Google Cloud Hosting, Google Tag Manager, WordPress.org, Facebook Login (Connect), Google Play, DoubleClick, Mobile Friendly, Varnish, Wix, Google AdSense","","","","","","",6324764bca902400cd882dca,"","",2019,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631f867655a9290001d60fba/picture
Pascal Gaming,Pascal Gaming,Cold,bet - estudo,39,information technology & services,"",http://www.pascalgaming.net,http://www.linkedin.com/company/pascal-gaming,https://www.facebook.com/pascal.gaming.official,"","","","","","","","gaming software, entertainment, online gaming, online casino solutions, platform, it services","","Pascal Gaming is a leading online casino game software provider in the iGaming industry, offering innovative, easy-to-use, easy-to-integrate casino software platforms.","MailJet, Gmail, Google Apps, React Redux, Mobile Friendly, Google Font API, Google Tag Manager, Intercom","","","","","","",6324765e3640a100a4cd5c49,"","We, at Pascal Gaming, are game developer enthusiasts who strive to design, develop, and provide various game lines to establish immense success for our partners. We offer such game lines as bet-on games, lottery, arcade, to name a few. The brand promises simple, yet exceptional experience both to their partners and their players.","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63174199fe59f80001283ffd/picture
Tempo Storm,Tempo Storm,Cold,bet - estudo,10,information technology & services,"",http://www.tempobet.com,http://www.linkedin.com/company/tempo-official,"","",The Other Ln,Blue Ridge,Georgia,United States,30513,"The Other Ln, Blue Ridge, Georgia, United States, 30513","gaming, sports, entertainment, sports betting, online casino, online games, virtual sports, poker, games, innovation, software development, technology, gambling, bettings, casino, racing, programming",442071176463,"","UltraDns, Gmail, Google Apps, Incapsula","","","","","","",6324767198cd87010d222e57,"",Tempo Community,2007,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/61884c465edeb9000137ee47/picture
KT Group Limited,KT Group Limited,Cold,bet - estudo,5,information technology & services,"",http://www.kioskterminals.com,http://www.linkedin.com/company/kt-group-limited,https://www.facebook.com/kioskterminals,https://twitter.com/ktkiosks,123 Hoi Bun Rd,"",Kowloon,Hong Kong,"","123 Hoi Bun Rd, Kowloon, Hong Kong","betting terminals, bill payment kiosk, custom kiosk design, self service kiosks, information kiosk, oem manufacturing, turnkey kiosk manufacturing, sports betting, payment kiosk, custom kiosk","","","Outlook, GoDaddy Hosting, WordPress.org, Google Tag Manager, Mobile Friendly, Apache, Google Font API","","","","",2556000,"",6324767cb0dd5b015bc713cf,3630,"A leader in the field of mass manufacturing self-service kiosk solutions based on extensive history servicing leaders in retail in the convenience, betting, telecommunications sector our team of experts provides a simple functional approach to deliver best in class services in design, engineering, manufacturing, assembly, and aftercare service of kiosk manufacturing solutions. 
Located in the industrialized heartland of Asia, with offices in Europe we cater to clients globally a discrete professional service that place their needs at the forefront, we have access to a skilled team of experts experienced in delivering large scale deployments and have over a decade of real working case studies supplying leading billion rated institutions their self-service kiosks.
An expert team is headed up by a 20-year kiosk veteran and we provide a highly skilled set of individuals to cater to leaders in the retail industry high end technological advanced kiosks and payment terminals for their retail outlets that are designed and engineered to work effortlessly and efficiently to provide secure reliable services.
All our clients are different in their needs and we ensure to carefully in working with customers to prepare a detailed configuration that tackles all the facets such as Design * Engineering * Manufacturing * Assembly Mass Scale-Up * Testing and Quality Control to ISO standards * Certification * Packaging * Technical Literature and Teaching * Procurement and Parts * After Sales Servicing and Stock * Technical Support * Warehousing * Shipping 
We provide a one-stop solution",2005,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6319641acccf3c00016c7dbf/picture
VSports Games,VSports Games,Cold,bet - estudo,0,gambling & casinos,"",http://www.vsportsgames.com,http://www.linkedin.com/company/vsports-games,"","","",London,England,United Kingdom,"","London, England, United Kingdom","sports, betting, gambling, gaming, games, football, software development, casino, sports betting, online gaming, races","","","Route 53, Amazon AWS","","","","","","",6324767cb0dd5b015bc713d7,"","VSports Games produces the gaming industry's most realistic Virtual Sports Games.

Our Flagship Football product is the Fantastic League™ which has a range of associated products such as Spot-the-Ball, Pools, Lottery and a single Game format which can be scheduled between other live events.  Virtual Horseracing, Dogs and Trotting can also be supplied.

We have plans to produce virtual games for all the top sports, including Cricket, Basketball, Tennis, American Football, Darts and Snooker.

Years of Research & Development by some of the top mathematical brains in Europe have helped create this vast database of Product.

We can now deliver the most complete suite of Virtual Sports and Betting Opportunities to any Channel, Platform or Location.",2011,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62d6b63e96691c0001a90f8e/picture
Elite Casino Resorts,Elite Casino Resorts,Cold,bet - estudo,28,gambling & casinos,"",http://www.elitecasinoresorts.com,http://www.linkedin.com/company/elitecasinoresorts,"","",3184 Highway 22,Riverside,Iowa,United States,52327-9690,"3184 Highway 22, Riverside, Iowa, United States, 52327-9690","fine dining, spa, golf, live music, sports betting, weddings, conferences, shopping, sports bar",18002387633,"Elite Casino Resorts proudly operates three premier gaming destinations in the state of Iowa: Rhythm City Casino Resort, Riverside Casino & Golf Resort and Grand Falls Casino & Golf Resort.","Amazon AWS, Google Font API, Google Tag Manager, Google AdWords Conversion, Microsoft-IIS, ASP.NET, Mobile Friendly","","","","","","",632476dad9344300cb92eb89,"","Elite Casino Resorts currently owns and operates three premier gaming and resort destinations in Iowa. ELITE Sportsbook™ is Iowa's only locally owned sports book.

Riverside Casino and Golf Resort® & ELITE Sportsbook™ in Riverside, Iowa, located just minutes from Iowa City, IA.
    
Grand Falls Casino & Golf Resort® located in Larchwood, IA. 
    
Rhythm City Casino Resort® & ELITE Sportsbook™ located in the Quad Cities in Davenport, IA.

ELITE Sportsbook™ is also available in Colorado.
    
Grand Island Casino Resort™ is COMING SOON to Nebraska!

Customer service is at the core of what we do. We put customers first with friendly staff to help at every turn. Our facilities feature modern yet comfortable décor and the very best in amenities including spas, first-class golf courses, fine dining, casual dining and shopping. Our restaurants are second to none. You will find something for everyone, whether it is our quick serve outlets, all you can eat Robert's Buffet, the best in fine dining at Ruthie's Steak & Seafood, or classic favorites in Draft Day Sports Lounge®. Elite Casino Resort locations offer the best in weekly live entertainment in our show lounges as well as some of the best headliner acts in the Midwest.",2006,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63230184644e24000121cf01/picture
Digital Crew,Digital Crew,Cold,bet - estudo,6,information technology & services,"",http://www.digitalcrew.co.in,http://www.linkedin.com/company/digital-crew-india,"","","",Indore,Madhya Pradesh,India,452018,"Indore, Madhya Pradesh, India, 452018","blockchain services in usa, igaming, sports betting, staffing solutions in usa, crypto currency, game developer, poker game development company, fantasy sports, blockchain, website development company, bitcoin, etther, betting, sports ebook, mobile app development company, money exchange, rummy game development company, casino games, best casino games development, game development company",'+91 83199 10098,Web site created using create-react-app,"Gmail, Google Apps, Amazon AWS, Create React App, Ubuntu, Nginx, Mobile Friendly, Apache","","","","","","",632476e3d97b1100a3e36218,"","3D 2D Games Development | Poker Game Development | AR/VR | Blockchain Development | Fantasy Sports | Sports Betting | Staffing Solutions | E-commerce Solutions | LMS | CRM | ERP Solutions | Website and Mobile Apps Development
Digital Crew is one of the Best Casino Games Development Companies in India | USA | UAE in the iGaming industry.",2012,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62f9ee535412d600013ebfc3/picture
Supernovacy,Supernovacy,Cold,bet - estudo,8,marketing & advertising,"",http://www.supernovacy.com,http://www.linkedin.com/company/supernovacy,"","","",Porto,Porto District,Portugal,"","Porto, Porto District, Portugal","online gambling, sports betting, betting affiliates, affiliates, online affiliation, online advertising, buy traffic, media agency","","","Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Typekit, jPlayer, Google Font API, Bootstrap Framework, Mobile Friendly","","","","","","",632476e3d97b1100a3e36224,"","Online media agency specialized in the gambling industry.

Created in 2013, Supernovacy is a Clever Advertising Group Partner and has been major force in becoming one of the biggest sports betting affiliates in the World.",2013,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6300812bafe68f00019a2d66/picture
WhatToWager.com,WhatToWager.com,Cold,bet - estudo,0,gambling & casinos,"",http://www.whattowager.com,http://www.linkedin.com/company/whattowager.com,"","","","","","","","","sports betting statistics, college basketball betting, nfl betting statistics, sports betting advice","","","Google Cloud Hosting, Google AdSense, Mobile Friendly","","","","","","",632476eabff6cc00cbc03454,"","WhatToWager.com's NFL betting system and college football and basketball systems use an unbiased, statistically based formula to find you the best sports betting values. Some weeks, there might be 15 games; other weeks, there might be none. We only give you the games with the best chance of winning.

Best of all, we do all the work for you. We look at current NFL spreads, college football spreads and college basketball spreads, compare them against a number of factors, then determine the best games and the best picks.

Our NFL betting system is our specialty, but we also are refining our systems for college football betting and college basketball betting.

What's the edge?

The ""edge"" is a gauge of how much of a value a game is. Put simply, the higher the edge, the more likely the game is to cover. Put technically, the edge is a measure of how far the actual line of the game deviates from what WTW thinks it should be.

Sports bets cannot be placed on WhatToWager.com. We offer a free service to help sports gamblers make decisions on which games to bet.",2007,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/60b3bac0516bbb00010a0537/picture
Fantasy Life,Fantasy Life,Cold,bet - estudo,6,sports,"",http://www.fantasylifeapp.com,http://www.linkedin.com/company/fantasylifeapp,http://facebook.com/fantasylifeapp,https://twitter.com/FantasyLifeApp,"",New York,New York,United States,"","New York, New York, United States","mobile, sports, communities, fantasy sports, information technology, social games, social media, consumer internet, internet, fantasy football, breaking news, community, dfs, daily fantasy sports, mobile app, fantasy basketball, fantasy baseball, sports betting, sports news",'+1 815-314-0022,"The Fantasy Life App is THE must-have app for fantasy sports players & 
sport bettors, with the fastest breaking news, advice, data analysis, 
chats, trash talk & more. This app gives you a season-long edge in fantasy 
football, DFS & sports betting. Available for iOS & Android.","Gmail, Google Apps, WordPress.org, Mobile Friendly, Google Plus, Google Tag Manager, Parse.ly, iTunes, Google Play, Typekit, Google Analytics","",Series A,"",2019-07-01,1200000,"",632476f3a08df500a3950888,7372,"Fantasy Life App is a mobile secret weapon, designed to help you dominate your fantasy league with:
- The fastest fantasy-relevant breaking news alerts, ahead of other apps
- Daily fantasy injury tracking
- Game day reports: active/inactive players, weather, snap counts & more
- On-demand fantasy football advice
- Immediate feedback from polls
- Live chats to talk strategy and fantasy sports

Available for iOS and Android. Download at Fantasylifeapp.com.

Find us across the web:
https://twitter.com/FantasyLifeApp
http://instagram.com/fantasylifeapp
https://www.facebook.com/fantasylifeapp/
http://pinterest.com/fantasylifeapp
https://blog.fantasylifeapp.com/

Fantasy Life is not just for football: Get advice, see breaking news and join social chats about basketball, baseball, hockey, soccer, WWE, MMA, Nascar, golf, eSports, and more. 

Fantasy Life App was co-founded by Matthew Berry, ESPN's ""The Talented Mr. Roto""​ and the face of fantasy football. (Find Matthew on the app as @matthewberry.)

Help & Questions: Email support@fantasylifeapp.com",2015,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631bb5f9c0d61f00017bdc08/picture
